"gameId","playId","playDescription"
2018093007,1387,"deep left complete"
2018093007,4186,"deep left complete"
2018093006,1120,"deep left complete"
2018093008,919,"deep left complete"
2018093008,3587,"deep left complete"
2018093008,3844,"deep left complete"
2018093009,2364,"deep left complete"
2018093009,4920,"deep left complete"
2018093009,5050,"deep left complete"
2018093009,5356,"deep left complete"
2018093011,2613,"deep left complete"
2018093010,2191,"deep left complete"
2018093010,2384,"deep left complete"
2018093012,890,"deep left complete"
2018093012,1940,"deep left complete"
2018100400,573,"deep left complete"
2018100400,2179,"deep left complete"
2018100400,3390,"deep left complete"
2018100701,1831,"deep left complete"
2018100701,2290,"deep left complete"
2018100701,3356,"deep left complete"
2018100701,4110,"deep left complete"
2018100707,3273,"deep left complete"
2018100706,1174,"deep left complete"
2018100706,1999,"deep left complete"
2018100706,3613,"deep left complete"
2018100705,581,"deep left complete"
2018100705,1968,"deep left complete"
2018100705,3155,"deep left complete"
2018100705,4596,"deep left complete"
2018100705,4625,"deep left complete"
2018100704,875,"deep left complete"
2018100704,1443,"deep left complete"
2018100704,1591,"deep left complete"
2018100704,1686,"deep left complete"
2018100704,4592,"deep left complete"
2018100703,1226,"deep left complete"
2018100703,2520,"deep left complete"
2018100703,3778,"deep left complete"
2018100702,1318,"deep left complete"
2018100702,2285,"deep left complete"
2018100708,1787,"deep left complete"
2018100708,2818,"deep left complete"
2018100708,3148,"deep left complete"
2018100711,669,"deep left complete"
2018100711,1330,"deep left complete"
2018100711,2741,"deep left complete"
2018100710,2524,"deep left complete"
2018100709,840,"deep left complete"
2018100709,2247,"deep left complete"
2018100709,2481,"deep left complete"
2018100712,3422,"deep left complete"
2018100800,3114,"deep left complete"
2018101403,643,"deep left complete"
2018101403,3237,"deep left complete"
2018101402,1539,"deep left complete"
2018101402,2777,"deep left complete"
2018101400,659,"deep left complete"
2018101400,1531,"deep left complete"
2018101400,1985,"deep left complete"
2018101400,3134,"deep left complete"
2018101400,3412,"deep left complete"
2018101400,4095,"deep left complete"
2018101404,1298,"deep left complete"
2018101404,2312,"deep left complete"
2018101404,2846,"deep left complete"
2018101408,565,"deep left complete"
2018101408,1561,"deep left complete"
2018101407,1888,"deep left complete"
2018101407,2607,"deep left complete"
2018101406,217,"deep left complete"
2018101406,449,"deep left complete"
2018101406,809,"deep left complete"
2018101406,2081,"deep left complete"
2018101406,2350,"deep left complete"
2018101405,371,"deep left complete"
2018101405,1066,"deep left complete"
2018101405,3702,"deep left complete"
2018101409,785,"deep left complete"
2018101409,2340,"deep left complete"
2018101409,3382,"deep left complete"
2018101410,213,"deep left complete"
2018101410,2750,"deep left complete"
2018101411,72,"deep left complete"
2018101411,250,"deep left complete"
2018101411,569,"deep left complete"
2018101411,1032,"deep left complete"
2018101411,2720,"deep left complete"
2018101411,2870,"deep left complete"
2018101412,1063,"deep left complete"
2018101412,1819,"deep left complete"
2018101412,3776,"deep left complete"
2018101500,247,"deep left complete"
2018101500,763,"deep left complete"
2018101500,1249,"deep left complete"
2018101500,1604,"deep left complete"
2018101500,3495,"deep left complete"
2018101500,3582,"deep left complete"
2018101800,2442,"deep left complete"
2018101800,3596,"deep left complete"
2018102100,324,"deep left complete"
2018102100,3156,"deep left complete"
2018102103,3016,"deep left complete"
2018102103,3611,"deep left complete"
2018102107,829,"deep left complete"
2018102107,2733,"deep left complete"
2018102107,3520,"deep left complete"
2018102107,3761,"deep left complete"
2018102107,3944,"deep left complete"
2018102108,899,"deep left complete"
2018102108,1128,"deep left complete"
2018102108,1152,"deep left complete"
2018102108,3223,"deep left complete"
2018102102,3685,"deep left complete"
2018102104,515,"deep left complete"
2018102104,1925,"deep left complete"
2018102105,1488,"deep left complete"
2018102109,3041,"deep left complete"
2018102101,1531,"deep left complete"
2018102101,2758,"deep left complete"
2018102110,1458,"deep left complete"
2018102110,1568,"deep left complete"
2018102110,2025,"deep left complete"
2018102110,3780,"deep left complete"
2018102111,731,"deep left complete"
2018102111,1146,"deep left complete"
2018102111,1598,"deep left complete"
2018102111,3699,"deep left complete"
2018102200,1280,"deep left complete"
2018102200,1545,"deep left complete"
2018102200,2090,"deep left complete"
2018102200,2511,"deep left complete"
2018102200,3980,"deep left complete"
2018102500,3029,"deep left complete"
2018102500,3507,"deep left complete"
2018102800,618,"deep left complete"
2018102800,1612,"deep left complete"
2018102800,2187,"deep left complete"
2018102800,2806,"deep left complete"
2018102805,1892,"deep left complete"
2018102805,3115,"deep left complete"
2018102807,1290,"deep left complete"
2018102806,785,"deep left complete"
2018102806,2600,"deep left complete"
2018102804,598,"deep left complete"
2018102804,830,"deep left complete"
2018102804,2641,"deep left complete"
2018102803,748,"deep left complete"
2018102803,2004,"deep left complete"
2018102803,4385,"deep left complete"
2018102801,769,"deep left complete"
2018102801,1216,"deep left complete"
2018102801,4022,"deep left complete"
2018102808,296,"deep left complete"
2018102809,3846,"deep left complete"
2018102809,4143,"deep left complete"
2018102810,412,"deep left complete"
2018102810,749,"deep left complete"
2018102810,2934,"deep left complete"
2018102810,3287,"deep left complete"
2018102900,1893,"deep left complete"
2018102900,2551,"deep left complete"
2018102900,3064,"deep left complete"
2018102900,3284,"deep left complete"
2018102900,3756,"deep left complete"
2018102900,3910,"deep left complete"
2018102900,4204,"deep left complete"
2018110401,154,"deep left complete"
2018110401,565,"deep left complete"
2018110401,921,"deep left complete"
2018110402,242,"deep left complete"
2018110402,1866,"deep left complete"
2018110402,2435,"deep left complete"
2018110402,3501,"deep left complete"
2018110402,3903,"deep left complete"
2018110403,407,"deep left complete"
2018110403,2256,"deep left complete"
2018110403,2943,"deep left complete"
2018110403,3818,"deep left complete"
2018110404,658,"deep left complete"
2018110406,1111,"deep left complete"
2018110406,2330,"deep left complete"
2018110406,2636,"deep left complete"
2018110408,1261,"deep left complete"
2018110409,369,"deep left complete"
2018110409,865,"deep left complete"
2018110409,3891,"deep left complete"
2018110410,981,"deep left complete"
2018110410,1163,"deep left complete"
2018110410,1187,"deep left complete"
2018110410,3905,"deep left complete"
2018110500,1918,"deep left complete"
2018110500,2068,"deep left complete"
2018110800,274,"deep left complete"
2018111100,3281,"deep left complete"
2018111100,3745,"deep left complete"
2018111102,1628,"deep left complete"
2018111102,1761,"deep left complete"
2018111103,3707,"deep left complete"
2018111104,709,"deep left complete"
2018111105,60,"deep left complete"
2018111105,2924,"deep left complete"
2018111106,1603,"deep left complete"
2018111106,2734,"deep left complete"
2018111108,679,"deep left complete"
2018111108,1831,"deep left complete"
2018111108,2738,"deep left complete"
2018111107,212,"deep left complete"
2018111107,653,"deep left complete"
2018111107,3413,"deep left complete"
2018111109,2131,"deep left complete"
2018111109,2936,"deep left complete"
2018111110,838,"deep left complete"
2018111110,1474,"deep left complete"
2018111110,3594,"deep left complete"
2018111111,3165,"deep left complete"
2018111200,1910,"deep left complete"
2018111200,2528,"deep left complete"
2018111200,2605,"deep left complete"
2018111500,291,"deep left complete"
2018111500,2053,"deep left complete"
2018111500,3594,"deep left complete"
2018111800,81,"deep left complete"
2018111800,2669,"deep left complete"
2018111802,2730,"deep left complete"
2018111803,1740,"deep left complete"
2018111803,2959,"deep left complete"
2018111804,1017,"deep left complete"
2018111804,3171,"deep left complete"
2018111804,3875,"deep left complete"
2018111805,133,"deep left complete"
2018111805,2552,"deep left complete"
2018111805,2771,"deep left complete"
2018111805,3915,"deep left complete"
2018111806,838,"deep left complete"
2018111806,1188,"deep left complete"
2018111809,1824,"deep left complete"
2018111809,2263,"deep left complete"
2018111809,2349,"deep left complete"
2018111808,757,"deep left complete"
2018111808,2243,"deep left complete"
2018111807,73,"deep left complete"
2018111807,487,"deep left complete"
2018111807,2659,"deep left complete"
2018111807,4124,"deep left complete"
2018111810,3757,"deep left complete"
2018111810,4086,"deep left complete"
2018111810,4155,"deep left complete"
2018111900,679,"deep left complete"
2018111900,1007,"deep left complete"
2018111900,1032,"deep left complete"
2018111900,1571,"deep left complete"
2018111900,4395,"deep left complete"
2018112200,2806,"deep left complete"
2018112201,1292,"deep left complete"
2018112201,3712,"deep left complete"
2018112202,208,"deep left complete"
2018112202,404,"deep left complete"
2018112202,571,"deep left complete"
2018112202,1646,"deep left complete"
2018112202,2804,"deep left complete"
2018112202,3527,"deep left complete"
2018112501,485,"deep left complete"
2018112501,3090,"deep left complete"
2018112501,3363,"deep left complete"
2018112502,549,"deep left complete"
2018112502,3554,"deep left complete"
2018112503,179,"deep left complete"
2018112503,767,"deep left complete"
2018112504,1861,"deep left complete"
2018112504,2020,"deep left complete"
2018112504,4073,"deep left complete"
2018112500,2261,"deep left complete"
2018112505,726,"deep left complete"
2018112507,2927,"deep left complete"
2018112506,624,"deep left complete"
2018112506,650,"deep left complete"
2018112506,1168,"deep left complete"
2018112506,2136,"deep left complete"
2018112508,1473,"deep left complete"
2018112508,2025,"deep left complete"
2018112509,4049,"deep left complete"
2018112510,1185,"deep left complete"
2018112510,3264,"deep left complete"
2018112600,851,"deep left complete"
2018112900,227,"deep left complete"
2018120200,481,"deep left complete"
2018120201,2797,"deep left complete"
2018120201,3920,"deep left complete"
2018120209,2734,"deep left complete"
2018120209,3263,"deep left complete"
2018120208,286,"deep left complete"
2018120208,1116,"deep left complete"
2018120208,2110,"deep left complete"
2018120207,3368,"deep left complete"
2018120206,2727,"deep left complete"
2018120203,1310,"deep left complete"
2018120203,3646,"deep left complete"
2018120204,717,"deep left complete"
2018120204,3434,"deep left complete"
2018120204,4002,"deep left complete"
2018120211,911,"deep left complete"
2018120211,2467,"deep left complete"
2018120211,3258,"deep left complete"
2018120211,3538,"deep left complete"
2018120210,390,"deep left complete"
2018120210,1395,"deep left complete"
2018120210,1623,"deep left complete"
2018120212,2231,"deep left complete"
2018120212,3786,"deep left complete"
2018120213,510,"deep left complete"
2018120213,946,"deep left complete"
2018120213,2819,"deep left complete"
2018120300,665,"deep left complete"
2018120600,676,"deep left complete"
2018120600,2641,"deep left complete"
2018120600,2959,"deep left complete"
2018120900,2082,"deep left complete"
2018120900,4007,"deep left complete"
2018120901,232,"deep left complete"
2018120901,1211,"deep left complete"
2018120901,2442,"deep left complete"
2018120901,3291,"deep left complete"
2018120901,4556,"deep left complete"
2018120908,1269,"deep left complete"
2018120907,2927,"deep left complete"
2018120907,4253,"deep left complete"
2018120907,4339,"deep left complete"
2018120905,2407,"deep left complete"
2018120904,3156,"deep left complete"
2018120904,3678,"deep left complete"
2018120902,83,"deep left complete"
2018120902,365,"deep left complete"
2018120902,1274,"deep left complete"
2018120902,1585,"deep left complete"
2018120902,1654,"deep left complete"
2018120902,4053,"deep left complete"
2018120903,166,"deep left complete"
2018120903,1239,"deep left complete"
2018120903,2436,"deep left complete"
2018120909,3227,"deep left complete"
2018120911,2708,"deep left complete"
2018120912,1119,"deep left complete"
2018120912,2525,"deep left complete"
2018120912,3978,"deep left complete"
2018120913,379,"deep left complete"
2018121000,2862,"deep left complete"
2018121300,908,"deep left complete"
2018121300,1482,"deep left complete"
2018121500,645,"deep left complete"
2018121500,1871,"deep left complete"
2018121500,2350,"deep left complete"
2018121501,1907,"deep left complete"
2018121501,3322,"deep left complete"
2018121501,3402,"deep left complete"
2018121602,762,"deep left complete"
2018121602,1618,"deep left complete"
2018121602,2677,"deep left complete"
2018121603,1521,"deep left complete"
2018121603,2700,"deep left complete"
2018121603,3921,"deep left complete"
2018121604,2892,"deep left complete"
2018121601,935,"deep left complete"
2018121601,1741,"deep left complete"
2018121600,2100,"deep left complete"
2018121600,2295,"deep left complete"
2018121605,4082,"deep left complete"
2018121608,651,"deep left complete"
2018121608,957,"deep left complete"
2018121608,1489,"deep left complete"
2018121608,2387,"deep left complete"
2018121608,4164,"deep left complete"
2018121607,3589,"deep left complete"
2018121609,217,"deep left complete"
2018121609,849,"deep left complete"
2018121610,1122,"deep left complete"
2018121610,1413,"deep left complete"
2018121610,1488,"deep left complete"
2018121611,1756,"deep left complete"
2018121611,3326,"deep left complete"
2018121700,294,"deep left complete"
2018121700,1865,"deep left complete"
2018122300,1453,"deep left complete"
2018122310,596,"deep left complete"
2018122310,1312,"deep left complete"
2018122310,3677,"deep left complete"
2018122310,4312,"deep left complete"
2018122310,4398,"deep left complete"
2018122309,1200,"deep left complete"
2018122309,3392,"deep left complete"
2018122309,3593,"deep left complete"
2018122308,1421,"deep left complete"
2018122308,1630,"deep left complete"
2018122308,4158,"deep left complete"
2018122307,3295,"deep left complete"
2018122306,118,"deep left complete"
2018122306,351,"deep left complete"
2018122302,176,"deep left complete"
2018122302,3048,"deep left complete"
2018122304,1556,"deep left complete"
2018122304,2305,"deep left complete"
2018122304,2955,"deep left complete"
2018122305,513,"deep left complete"
2018122305,3137,"deep left complete"
2018122312,363,"deep left complete"
2018122312,1854,"deep left complete"
2018122312,1879,"deep left complete"
2018122313,1133,"deep left complete"
2018122313,1699,"deep left complete"
2018122313,3265,"deep left complete"
2018122313,4567,"deep left complete"
2018122314,3041,"deep left complete"
2018122314,3451,"deep left complete"
2018122314,3622,"deep left complete"
2018122314,4314,"deep left complete"
2018123001,3523,"deep left complete"
2018123001,3865,"deep left complete"
2018123002,3560,"deep left complete"
2018123003,3707,"deep left complete"
2018123004,201,"deep left complete"
2018123005,1352,"deep left complete"
2018123006,3043,"deep left complete"
2018123007,942,"deep left complete"
2018123007,1428,"deep left complete"
2018123008,2138,"deep left complete"
2018123008,3814,"deep left complete"
2018123010,1949,"deep left complete"
2018123010,1991,"deep left complete"
2018123010,3365,"deep left complete"
2018123010,3638,"deep left complete"
2018123011,227,"deep left complete"
2018123011,1307,"deep left complete"
2018123000,522,"deep left complete"
2018123013,3286,"deep left complete"
2018123014,580,"deep left complete"
2018123014,2751,"deep left complete"
2018122200,110,"deep left complete"
2018122200,2355,"deep left complete"
2018122200,3502,"deep left complete"
2018122200,3718,"deep left complete"
2018122201,2372,"deep left complete"
2018091602,1392,"deep left complete"
2018093005,1478,"deep left complete"
2018102500,2679,"deep left complete"
2018111808,3780,"deep left complete"
2018112500,1070,"deep left complete"
2018122302,1056,"deep left complete"
2018090600,402,"deep left incomplete"
2018090600,1546,"deep left incomplete"
2018090600,1894,"deep left incomplete"
2018090600,2360,"deep left incomplete"
2018090600,3928,"deep left incomplete"
2018090901,1890,"deep left incomplete"
2018090901,3622,"deep left incomplete"
2018090901,3718,"deep left incomplete"
2018090901,4289,"deep left incomplete"
2018090901,4751,"deep left incomplete"
2018090901,5276,"deep left incomplete"
2018090901,5347,"deep left incomplete"
2018090902,2435,"deep left incomplete"
2018090902,3812,"deep left incomplete"
2018090903,218,"deep left incomplete"
2018090903,1235,"deep left incomplete"
2018090903,1971,"deep left incomplete"
2018090900,646,"deep left incomplete"
2018090900,1551,"deep left incomplete"
2018090900,3702,"deep left incomplete"
2018090900,4260,"deep left incomplete"
2018090900,4637,"deep left incomplete"
2018090905,2147,"deep left incomplete"
2018090907,1155,"deep left incomplete"
2018090907,2141,"deep left incomplete"
2018090906,628,"deep left incomplete"
2018090909,2180,"deep left incomplete"
2018090909,2225,"deep left incomplete"
2018090910,1426,"deep left incomplete"
2018090910,1560,"deep left incomplete"
2018090912,93,"deep left incomplete"
2018090912,1081,"deep left incomplete"
2018090912,1216,"deep left incomplete"
2018091000,1523,"deep left incomplete"
2018091000,3323,"deep left incomplete"
2018091001,524,"deep left incomplete"
2018091001,2715,"deep left incomplete"
2018091001,3223,"deep left incomplete"
2018091300,2421,"deep left incomplete"
2018091300,3239,"deep left incomplete"
2018091602,1129,"deep left incomplete"
2018091602,1349,"deep left incomplete"
2018091602,3626,"deep left incomplete"
2018091603,1149,"deep left incomplete"
2018091603,1260,"deep left incomplete"
2018091603,3979,"deep left incomplete"
2018091603,4001,"deep left incomplete"
2018091604,995,"deep left incomplete"
2018091604,2613,"deep left incomplete"
2018091604,3273,"deep left incomplete"
2018091601,400,"deep left incomplete"
2018091601,2838,"deep left incomplete"
2018091601,3173,"deep left incomplete"
2018091600,751,"deep left incomplete"
2018091600,4001,"deep left incomplete"
2018091600,4104,"deep left incomplete"
2018091605,58,"deep left incomplete"
2018091605,645,"deep left incomplete"
2018091605,2465,"deep left incomplete"
2018091605,2715,"deep left incomplete"
2018091605,2765,"deep left incomplete"
2018091608,662,"deep left incomplete"
2018091607,1826,"deep left incomplete"
2018091607,3307,"deep left incomplete"
2018091606,1006,"deep left incomplete"
2018091606,1138,"deep left incomplete"
2018091606,1188,"deep left incomplete"
2018091606,2183,"deep left incomplete"
2018091606,2761,"deep left incomplete"
2018091606,3425,"deep left incomplete"
2018091610,2018,"deep left incomplete"
2018091610,2769,"deep left incomplete"
2018091610,3340,"deep left incomplete"
2018091610,4019,"deep left incomplete"
2018091610,4646,"deep left incomplete"
2018091609,2102,"deep left incomplete"
2018091611,744,"deep left incomplete"
2018091611,2462,"deep left incomplete"
2018091611,2698,"deep left incomplete"
2018091612,1788,"deep left incomplete"
2018091612,2855,"deep left incomplete"
2018091613,176,"deep left incomplete"
2018091613,3178,"deep left incomplete"
2018091613,3690,"deep left incomplete"
2018091700,777,"deep left incomplete"
2018091700,2668,"deep left incomplete"
2018092000,94,"deep left incomplete"
2018092000,249,"deep left incomplete"
2018092000,1652,"deep left incomplete"
2018092000,3542,"deep left incomplete"
2018092302,588,"deep left incomplete"
2018092302,749,"deep left incomplete"
2018092302,1862,"deep left incomplete"
2018092303,2156,"deep left incomplete"
2018092303,2309,"deep left incomplete"
2018092303,3156,"deep left incomplete"
2018092303,3770,"deep left incomplete"
2018092301,98,"deep left incomplete"
2018092301,1054,"deep left incomplete"
2018092305,2831,"deep left incomplete"
2018092305,3097,"deep left incomplete"
2018092309,3166,"deep left incomplete"
2018092309,3380,"deep left incomplete"
2018092308,319,"deep left incomplete"
2018092308,3016,"deep left incomplete"
2018092306,228,"deep left incomplete"
2018092306,3134,"deep left incomplete"
2018092307,789,"deep left incomplete"
2018092307,1747,"deep left incomplete"
2018092307,3574,"deep left incomplete"
2018092310,279,"deep left incomplete"
2018092310,1711,"deep left incomplete"
2018092310,2681,"deep left incomplete"
2018092311,1406,"deep left incomplete"
2018092311,1753,"deep left incomplete"
2018092311,3198,"deep left incomplete"
2018092311,3635,"deep left incomplete"
2018092312,2147,"deep left incomplete"
2018092400,998,"deep left incomplete"
2018092400,3351,"deep left incomplete"
2018092400,4029,"deep left incomplete"
2018092700,2145,"deep left incomplete"
2018092700,2794,"deep left incomplete"
2018093002,1945,"deep left incomplete"
2018093003,2728,"deep left incomplete"
2018093003,3103,"deep left incomplete"
2018093003,3235,"deep left incomplete"
2018093004,958,"deep left incomplete"
2018093004,1609,"deep left incomplete"
2018093004,5225,"deep left incomplete"
2018093001,127,"deep left incomplete"
2018093001,483,"deep left incomplete"
2018093001,1612,"deep left incomplete"
2018093001,3085,"deep left incomplete"
2018093000,726,"deep left incomplete"
2018093000,1015,"deep left incomplete"
2018093000,2678,"deep left incomplete"
2018093000,3928,"deep left incomplete"
2018093000,4420,"deep left incomplete"
2018093005,2552,"deep left incomplete"
2018093005,2963,"deep left incomplete"
2018093007,102,"deep left incomplete"
2018093007,1016,"deep left incomplete"
2018093007,4123,"deep left incomplete"
2018093006,680,"deep left incomplete"
2018093006,1261,"deep left incomplete"
2018093006,1587,"deep left incomplete"
2018093006,3524,"deep left incomplete"
2018093008,796,"deep left incomplete"
2018093008,894,"deep left incomplete"
2018093009,571,"deep left incomplete"
2018093009,1229,"deep left incomplete"
2018093011,87,"deep left incomplete"
2018093011,1362,"deep left incomplete"
2018093011,1739,"deep left incomplete"
2018093010,3728,"deep left incomplete"
2018093012,1093,"deep left incomplete"
2018093012,1275,"deep left incomplete"
2018093012,1611,"deep left incomplete"
2018100100,615,"deep left incomplete"
2018100100,1563,"deep left incomplete"
2018100100,3128,"deep left incomplete"
2018100400,532,"deep left incomplete"
2018100400,861,"deep left incomplete"
2018100400,2464,"deep left incomplete"
2018100400,3267,"deep left incomplete"
2018100701,2098,"deep left incomplete"
2018100701,2460,"deep left incomplete"
2018100701,2482,"deep left incomplete"
2018100701,2700,"deep left incomplete"
2018100701,2832,"deep left incomplete"
2018100701,4088,"deep left incomplete"
2018100701,4240,"deep left incomplete"
2018100700,180,"deep left incomplete"
2018100700,699,"deep left incomplete"
2018100700,1852,"deep left incomplete"
2018100700,3189,"deep left incomplete"
2018100707,783,"deep left incomplete"
2018100707,1540,"deep left incomplete"
2018100707,3398,"deep left incomplete"
2018100706,2389,"deep left incomplete"
2018100705,646,"deep left incomplete"
2018100705,1946,"deep left incomplete"
2018100705,3697,"deep left incomplete"
2018100704,1131,"deep left incomplete"
2018100704,1360,"deep left incomplete"
2018100704,2754,"deep left incomplete"
2018100704,3012,"deep left incomplete"
2018100703,646,"deep left incomplete"
2018100703,1304,"deep left incomplete"
2018100703,1436,"deep left incomplete"
2018100703,1679,"deep left incomplete"
2018100703,2345,"deep left incomplete"
2018100703,3518,"deep left incomplete"
2018100703,4767,"deep left incomplete"
2018100702,2570,"deep left incomplete"
2018100708,1114,"deep left incomplete"
2018100708,1215,"deep left incomplete"
2018100711,1018,"deep left incomplete"
2018100711,1734,"deep left incomplete"
2018100710,2317,"deep left incomplete"
2018100710,3742,"deep left incomplete"
2018100709,682,"deep left incomplete"
2018100709,1149,"deep left incomplete"
2018100712,1146,"deep left incomplete"
2018100800,1315,"deep left incomplete"
2018100800,2788,"deep left incomplete"
2018100800,3166,"deep left incomplete"
2018100800,3192,"deep left incomplete"
2018101100,939,"deep left incomplete"
2018101100,1817,"deep left incomplete"
2018101100,3376,"deep left incomplete"
2018101403,258,"deep left incomplete"
2018101403,1596,"deep left incomplete"
2018101402,454,"deep left incomplete"
2018101402,1823,"deep left incomplete"
2018101402,2853,"deep left incomplete"
2018101402,2896,"deep left incomplete"
2018101402,4119,"deep left incomplete"
2018101401,218,"deep left incomplete"
2018101401,1247,"deep left incomplete"
2018101400,1231,"deep left incomplete"
2018101400,2408,"deep left incomplete"
2018101404,180,"deep left incomplete"
2018101404,3237,"deep left incomplete"
2018101408,452,"deep left incomplete"
2018101408,1729,"deep left incomplete"
2018101408,2840,"deep left incomplete"
2018101408,3948,"deep left incomplete"
2018101408,3970,"deep left incomplete"
2018101407,235,"deep left incomplete"
2018101407,1478,"deep left incomplete"
2018101407,2408,"deep left incomplete"
2018101407,2762,"deep left incomplete"
2018101406,1787,"deep left incomplete"
2018101405,3167,"deep left incomplete"
2018101409,1924,"deep left incomplete"
2018101410,624,"deep left incomplete"
2018101410,3225,"deep left incomplete"
2018101410,3588,"deep left incomplete"
2018101411,1692,"deep left incomplete"
2018101411,1855,"deep left incomplete"
2018101411,2910,"deep left incomplete"
2018101412,117,"deep left incomplete"
2018101412,350,"deep left incomplete"
2018101412,2722,"deep left incomplete"
2018101412,3154,"deep left incomplete"
2018101500,1435,"deep left incomplete"
2018101500,1496,"deep left incomplete"
2018101500,3753,"deep left incomplete"
2018101800,747,"deep left incomplete"
2018101800,1846,"deep left incomplete"
2018101800,2578,"deep left incomplete"
2018102107,1007,"deep left incomplete"
2018102107,1872,"deep left incomplete"
2018102107,3081,"deep left incomplete"
2018102107,3733,"deep left incomplete"
2018102107,4500,"deep left incomplete"
2018102108,101,"deep left incomplete"
2018102108,3422,"deep left incomplete"
2018102102,694,"deep left incomplete"
2018102102,2784,"deep left incomplete"
2018102102,3513,"deep left incomplete"
2018102104,1533,"deep left incomplete"
2018102104,2605,"deep left incomplete"
2018102105,911,"deep left incomplete"
2018102105,1142,"deep left incomplete"
2018102105,3307,"deep left incomplete"
2018102106,2103,"deep left incomplete"
2018102106,2978,"deep left incomplete"
2018102106,3511,"deep left incomplete"
2018102109,165,"deep left incomplete"
2018102109,2311,"deep left incomplete"
2018102109,3632,"deep left incomplete"
2018102109,4789,"deep left incomplete"
2018102101,1356,"deep left incomplete"
2018102101,3444,"deep left incomplete"
2018102110,126,"deep left incomplete"
2018102110,3034,"deep left incomplete"
2018102110,3758,"deep left incomplete"
2018102111,2297,"deep left incomplete"
2018102111,2418,"deep left incomplete"
2018102111,3809,"deep left incomplete"
2018102200,1856,"deep left incomplete"
2018102500,340,"deep left incomplete"
2018102500,1436,"deep left incomplete"
2018102500,3095,"deep left incomplete"
2018102500,3386,"deep left incomplete"
2018102500,3729,"deep left incomplete"
2018102800,1768,"deep left incomplete"
2018102800,1878,"deep left incomplete"
2018102805,1916,"deep left incomplete"
2018102805,4039,"deep left incomplete"
2018102807,520,"deep left incomplete"
2018102807,1099,"deep left incomplete"
2018102807,2202,"deep left incomplete"
