playId,gameId,half_seconds_remaining,game_half,posteam_timeouts_remaining,down,ydstogo,no_huddle,score_differential,season,outcome
316,2018090912,1512.0,1,3.0,1.0,10,0,0.0,9,complete deep right
402,2018090912,1377.0,1,2.0,3.0,2,0,0.0,9,complete short right
503,2018090912,1284.0,1,3.0,2.0,20,0,-7.0,9,complete short middle
629,2018090912,1112.0,1,2.0,2.0,8,0,7.0,9,complete deep right
697,2018090912,987.0,1,2.0,3.0,4,0,7.0,9,complete short middle
732,2018090912,960.0,1,2.0,1.0,7,0,7.0,9,complete short right
756,2018090912,920.0,1,2.0,2.0,3,0,7.0,9,incomplete short right
795,2018090912,916.0,1,1.0,3.0,3,0,7.0,9,complete short left
919,2018090912,811.0,1,3.0,3.0,6,0,-10.0,9,complete short middle
983,2018090912,728.0,1,1.0,2.0,4,0,10.0,9,complete short left
1081,2018090912,613.0,1,3.0,1.0,10,0,-10.0,9,incomplete deep left
1103,2018090912,608.0,1,3.0,2.0,10,0,-10.0,9,complete short left
1216,2018090912,499.0,1,1.0,1.0,20,0,10.0,9,incomplete deep left
1259,2018090912,456.0,1,1.0,3.0,13,0,10.0,9,complete short right
1371,2018090912,333.0,1,3.0,3.0,6,0,-10.0,9,complete short right
1395,2018090912,293.0,1,3.0,1.0,10,0,-10.0,9,complete short middle
1419,2018090912,257.0,1,3.0,1.0,10,0,-10.0,9,complete short left
1493,2018090912,180.0,1,0.0,1.0,10,0,10.0,9,complete short right
1555,2018090912,120.0,1,0.0,3.0,5,0,10.0,9,incomplete deep middle
1617,2018090912,82.0,1,3.0,2.0,9,1,-10.0,9,incomplete deep right
1639,2018090912,79.0,1,3.0,3.0,9,1,-10.0,9,complete short middle
1702,2018090912,56.0,1,2.0,2.0,19,0,-10.0,9,incomplete deep right
1724,2018090912,50.0,1,2.0,3.0,19,0,-10.0,9,complete short middle
1837,2018090912,1800.0,2,3.0,1.0,10,0,17.0,9,complete short left
1882,2018090912,1727.0,2,3.0,1.0,10,0,17.0,9,complete short right
1906,2018090912,1687.0,2,3.0,2.0,7,0,17.0,9,incomplete short middle
1939,2018090912,1682.0,2,3.0,1.0,10,0,17.0,9,complete short left
1963,2018090912,1652.0,2,3.0,2.0,9,1,17.0,9,incomplete short middle
1985,2018090912,1649.0,2,3.0,3.0,9,0,17.0,9,complete short middle
2030,2018090912,1586.0,2,3.0,2.0,2,0,17.0,9,complete short right
2080,2018090912,1513.0,2,3.0,2.0,10,0,17.0,9,complete short right
2115,2018090912,1466.0,2,3.0,3.0,9,0,17.0,9,incomplete short left
2205,2018090912,1450.0,2,3.0,1.0,10,1,-20.0,9,complete short right
2258,2018090912,1381.0,2,3.0,3.0,1,0,-20.0,9,complete short left
2282,2018090912,1334.0,2,3.0,1.0,10,0,-20.0,9,complete short middle
2348,2018090912,1236.0,2,3.0,1.0,10,1,-20.0,9,complete short middle
2372,2018090912,1203.0,2,3.0,2.0,1,1,-20.0,9,complete short right
2417,2018090912,1132.0,2,3.0,2.0,9,1,-20.0,9,incomplete short left
2439,2018090912,1126.0,2,3.0,3.0,9,1,-20.0,9,incomplete deep middle
2495,2018090912,1117.0,2,3.0,1.0,10,0,17.0,9,complete short left
2519,2018090912,1073.0,2,3.0,2.0,11,0,17.0,9,incomplete short middle
2602,2018090912,992.0,2,3.0,2.0,4,1,-17.0,9,incomplete short left
2635,2018090912,986.0,2,3.0,3.0,14,0,-17.0,9,complete short middle
2659,2018090912,958.0,2,3.0,1.0,10,1,-17.0,9,complete short right
2683,2018090912,925.0,2,3.0,1.0,10,1,-17.0,9,complete short right
2724,2018090912,900.0,2,3.0,2.0,9,0,-17.0,9,complete short middle
2748,2018090912,872.0,2,3.0,1.0,10,1,-17.0,9,complete short left
2775,2018090912,846.0,2,3.0,2.0,2,0,-17.0,9,complete deep right
2868,2018090912,766.0,2,3.0,3.0,1,0,10.0,9,complete short left
2934,2018090912,712.0,2,3.0,1.0,15,0,-10.0,9,complete short middle
2958,2018090912,680.0,2,3.0,2.0,10,1,-10.0,9,complete deep left
2982,2018090912,631.0,2,3.0,1.0,10,0,-10.0,9,complete short right
3006,2018090912,591.0,2,3.0,2.0,4,1,-10.0,9,complete short left
3030,2018090912,550.0,2,3.0,1.0,10,1,-10.0,9,complete short left
3081,2018090912,541.0,2,3.0,1.0,10,0,3.0,9,complete short right
3271,2018090912,208.0,2,2.0,3.0,7,0,3.0,9,complete short right
3464,2018090912,167.0,2,2.0,3.0,2,0,3.0,9,incomplete short middle
3520,2018090912,159.0,2,0.0,1.0,10,0,-6.0,9,incomplete short right
3542,2018090912,156.0,2,0.0,2.0,10,0,-6.0,9,incomplete short left
3564,2018090912,149.0,2,0.0,3.0,10,0,-6.0,9,complete short middle
3674,2018090912,119.0,2,2.0,1.0,15,0,-1.0,9,complete short left
3704,2018090912,114.0,2,2.0,2.0,9,0,-1.0,9,incomplete deep right
3726,2018090912,110.0,2,2.0,3.0,9,0,-1.0,9,incomplete short left
3748,2018090912,106.0,2,2.0,4.0,9,0,-1.0,9,incomplete deep left
3781,2018090912,99.0,2,2.0,1.0,10,0,-1.0,9,complete short middle
3805,2018090912,78.0,2,2.0,1.0,10,1,-1.0,9,incomplete short left
3827,2018090912,75.0,2,2.0,2.0,10,0,-1.0,9,incomplete deep right
3849,2018090912,70.0,2,2.0,3.0,10,0,-1.0,9,incomplete short middle
4043,2018090912,3.0,2,0.0,4.0,13,0,1.0,9,incomplete deep right
81,2018090902,1751.0,1,3.0,2.0,3,0,0.0,9,complete short left
163,2018090902,1698.0,1,3.0,2.0,14,0,0.0,9,complete short left
210,2018090902,1652.0,1,3.0,2.0,6,0,0.0,9,complete short right
260,2018090902,1577.0,1,3.0,2.0,3,0,0.0,9,complete short left
305,2018090902,1498.0,1,3.0,2.0,5,0,0.0,9,complete short right
350,2018090902,1415.0,1,3.0,2.0,12,0,0.0,9,incomplete deep right
372,2018090902,1410.0,1,3.0,3.0,12,0,0.0,9,incomplete short middle
437,2018090902,1400.0,1,3.0,1.0,10,0,-3.0,9,complete short right
482,2018090902,1329.0,1,3.0,1.0,10,0,-3.0,9,complete short right
527,2018090902,1263.0,1,3.0,3.0,2,0,-3.0,9,complete short middle
551,2018090902,1227.0,1,3.0,1.0,10,0,-3.0,9,complete short right
575,2018090902,1191.0,1,3.0,2.0,7,0,-3.0,9,complete short middle
673,2018090902,1069.0,1,3.0,1.0,9,0,-3.0,9,incomplete short middle
695,2018090902,1064.0,1,3.0,2.0,9,0,-3.0,9,complete short left
797,2018090902,983.0,1,2.0,1.0,10,0,0.0,9,complete short right
821,2018090902,958.0,1,2.0,2.0,2,1,0.0,9,complete short right
845,2018090902,911.0,1,2.0,1.0,10,0,0.0,9,complete short left
885,2018090902,904.0,1,3.0,1.0,10,0,0.0,9,complete short left
989,2018090902,844.0,1,3.0,1.0,20,0,0.0,9,incomplete short middle
1011,2018090902,839.0,1,3.0,2.0,20,0,0.0,9,complete short left
1040,2018090902,811.0,1,3.0,3.0,8,0,0.0,9,complete short right
1085,2018090902,729.0,1,3.0,2.0,4,0,0.0,9,complete deep right
1182,2018090902,693.0,1,2.0,1.0,20,0,-7.0,9,complete short right
1206,2018090902,650.0,1,2.0,2.0,15,0,-7.0,9,complete short right
1302,2018090902,536.0,1,3.0,2.0,5,0,7.0,9,incomplete short right
1326,2018090902,528.0,1,3.0,3.0,5,0,7.0,9,complete short left
1406,2018090902,425.0,1,3.0,2.0,12,0,7.0,9,complete short middle
1472,2018090902,310.0,1,3.0,3.0,3,0,7.0,9,complete short right
1517,2018090902,230.0,1,3.0,2.0,9,0,7.0,9,complete short right
1541,2018090902,191.0,1,3.0,3.0,5,0,7.0,9,incomplete short right
1614,2018090902,181.0,1,2.0,1.0,10,0,-10.0,9,complete short right
1697,2018090902,120.0,1,2.0,1.0,10,0,-10.0,9,incomplete deep left
1730,2018090902,114.0,1,2.0,1.0,3,0,-10.0,9,incomplete short right
1752,2018090902,108.0,1,2.0,2.0,3,0,-10.0,9,complete short left
1815,2018090902,98.0,1,3.0,1.0,10,0,3.0,9,complete short left
1839,2018090902,80.0,1,3.0,2.0,5,1,3.0,9,complete short right
1863,2018090902,60.0,1,3.0,1.0,10,1,3.0,9,complete short middle
1904,2018090902,53.0,1,2.0,2.0,2,0,3.0,9,complete short left
1969,2018090902,27.0,1,2.0,1.0,10,1,3.0,9,incomplete deep middle
2002,2018090902,19.0,1,2.0,1.0,10,0,3.0,9,complete short right
2043,2018090902,14.0,1,1.0,2.0,15,0,3.0,9,complete short middle
2166,2018090902,1800.0,2,3.0,1.0,10,0,6.0,9,incomplete short right
2316,2018090902,1639.0,2,3.0,3.0,24,0,-6.0,9,complete short right
2382,2018090902,1590.0,2,3.0,1.0,10,0,6.0,9,complete short middle
2406,2018090902,1557.0,2,3.0,2.0,2,1,6.0,9,complete short right
2435,2018090902,1523.0,2,3.0,1.0,10,1,6.0,9,incomplete deep left
2457,2018090902,1517.0,2,3.0,2.0,10,0,6.0,9,complete short middle
2481,2018090902,1492.0,2,3.0,3.0,3,1,6.0,9,complete short middle
2505,2018090902,1453.0,2,3.0,1.0,10,1,6.0,9,incomplete short right
2527,2018090902,1446.0,2,3.0,2.0,10,0,6.0,9,complete short left
2558,2018090902,1418.0,2,3.0,3.0,4,1,6.0,9,complete short left
2582,2018090902,1397.0,2,3.0,1.0,5,1,6.0,9,complete short left
2662,2018090902,1393.0,2,3.0,1.0,10,0,-13.0,9,complete short right
2686,2018090902,1358.0,2,3.0,2.0,5,0,-13.0,9,complete short right
2710,2018090902,1325.0,2,3.0,1.0,10,0,-13.0,9,complete short left
2739,2018090902,1291.0,2,3.0,2.0,6,0,-13.0,9,incomplete short right
2824,2018090902,1158.0,2,3.0,1.0,10,0,-13.0,9,complete deep left
2933,2018090902,1122.0,2,3.0,2.0,4,0,6.0,9,incomplete deep right
2955,2018090902,1115.0,2,3.0,3.0,4,0,6.0,9,complete deep left
3113,2018090902,921.0,2,3.0,3.0,14,0,6.0,9,incomplete short left
3233,2018090902,835.0,2,3.0,3.0,15,0,-6.0,9,incomplete short right
3299,2018090902,803.0,2,3.0,1.0,10,0,-6.0,9,complete short right
3480,2018090902,667.0,2,3.0,1.0,10,0,-1.0,9,complete short right
3525,2018090902,607.0,2,3.0,3.0,2,1,-1.0,9,incomplete deep right
3597,2018090902,553.0,2,2.0,2.0,8,0,1.0,9,complete short middle
3674,2018090902,457.0,2,2.0,2.0,17,0,1.0,9,complete short middle
3698,2018090902,417.0,2,2.0,3.0,8,0,1.0,9,complete short right
3727,2018090902,374.0,2,2.0,1.0,10,0,1.0,9,complete short middle
3751,2018090902,334.0,2,2.0,2.0,5,0,1.0,9,complete short left
3812,2018090902,253.0,2,2.0,2.0,10,0,1.0,9,incomplete deep left
3851,2018090902,248.0,2,1.0,3.0,10,0,1.0,9,incomplete short left
3907,2018090902,237.0,2,3.0,1.0,10,0,-4.0,9,incomplete short middle
3929,2018090902,232.0,2,3.0,2.0,10,0,-4.0,9,incomplete short middle
3962,2018090902,227.0,2,3.0,3.0,10,0,-4.0,9,complete short left
3986,2018090902,201.0,2,3.0,1.0,10,1,-4.0,9,complete short middle
4031,2018090902,150.0,2,3.0,3.0,2,1,-4.0,9,complete short right
4055,2018090902,125.0,2,3.0,1.0,10,1,-4.0,9,complete short left
4096,2018090902,119.0,2,3.0,2.0,6,0,-4.0,9,complete short middle
4120,2018090902,98.0,2,3.0,1.0,10,1,-4.0,9,complete short middle
4144,2018090902,76.0,2,3.0,2.0,2,1,-4.0,9,complete short left
4173,2018090902,69.0,2,3.0,1.0,10,0,-4.0,9,complete short right
4197,2018090902,46.0,2,3.0,2.0,15,1,-4.0,9,incomplete short right
4219,2018090902,40.0,2,3.0,3.0,15,0,-4.0,9,complete short left
4300,2018090902,18.0,2,3.0,1.0,10,0,-11.0,9,complete short left
191,2018090910,1640.0,1,3.0,1.0,10,0,0.0,9,complete short right
236,2018090910,1563.0,1,3.0,3.0,10,0,0.0,9,incomplete short right
414,2018090910,1342.0,1,3.0,2.0,9,0,0.0,9,complete short left
477,2018090910,1296.0,1,3.0,1.0,10,0,0.0,9,incomplete short right
499,2018090910,1289.0,1,3.0,2.0,10,0,0.0,9,complete short middle
523,2018090910,1250.0,1,3.0,1.0,10,0,0.0,9,incomplete short middle
577,2018090910,1214.0,1,3.0,2.0,8,0,0.0,9,complete short left
676,2018090910,1081.0,1,3.0,3.0,12,0,0.0,9,complete short left
725,2018090910,1032.0,1,3.0,1.0,10,0,0.0,9,complete short middle
784,2018090910,959.0,1,3.0,1.0,20,0,0.0,9,incomplete short left
806,2018090910,955.0,1,3.0,2.0,20,0,0.0,9,complete deep right
894,2018090910,859.0,1,3.0,2.0,10,0,0.0,9,incomplete short right
923,2018090910,853.0,1,3.0,3.0,10,0,0.0,9,incomplete short right
1025,2018090910,758.0,1,2.0,3.0,10,0,0.0,9,incomplete short right
1131,2018090910,652.0,1,2.0,3.0,2,0,0.0,9,complete short right
1155,2018090910,616.0,1,2.0,1.0,10,0,0.0,9,incomplete short middle
1307,2018090910,445.0,1,2.0,3.0,11,0,-7.0,9,incomplete deep right
1381,2018090910,427.0,1,2.0,1.0,15,0,7.0,9,complete short left
1426,2018090910,355.0,1,2.0,3.0,7,0,7.0,9,incomplete deep left
1467,2018090910,342.0,1,2.0,1.0,10,0,-7.0,9,complete short right
1491,2018090910,303.0,1,2.0,2.0,1,0,-7.0,9,complete short right
1536,2018090910,227.0,1,2.0,2.0,7,0,-7.0,9,complete short right
1560,2018090910,183.0,1,2.0,3.0,7,1,-7.0,9,incomplete deep left
1678,2018090910,120.0,1,2.0,1.0,10,0,7.0,9,complete short right
1718,2018090910,100.0,1,2.0,1.0,10,0,7.0,9,incomplete deep right
1740,2018090910,95.0,1,2.0,2.0,10,0,7.0,9,complete short right
1764,2018090910,71.0,1,2.0,1.0,10,1,7.0,9,complete short middle
1876,2018090910,42.0,1,2.0,2.0,17,1,7.0,9,complete short left
1865,2018090910,35.0,1,1.0,3.0,3,0,7.0,9,complete short right
2136,2018090910,1800.0,2,3.0,1.0,10,0,10.0,9,complete short left
2204,2018090910,1709.0,2,3.0,1.0,10,0,10.0,9,incomplete short right
2226,2018090910,1704.0,2,3.0,2.0,10,0,10.0,9,complete short right
2309,2018090910,1561.0,2,3.0,2.0,8,0,-10.0,9,complete deep right
2344,2018090910,1532.0,2,3.0,1.0,10,0,-10.0,9,incomplete short right
2434,2018090910,1411.0,2,3.0,3.0,3,0,-10.0,9,incomplete deep right
2528,2018090910,1312.0,2,3.0,3.0,5,0,10.0,9,incomplete short middle
2580,2018090910,1296.0,2,3.0,1.0,10,0,-10.0,9,complete short middle
2604,2018090910,1272.0,2,3.0,1.0,10,1,-10.0,9,incomplete short right
2649,2018090910,1231.0,2,3.0,3.0,11,0,-10.0,9,complete short left
2729,2018090910,1151.0,2,3.0,2.0,17,1,-10.0,9,complete short left
2753,2018090910,1108.0,2,3.0,3.0,11,0,-10.0,9,complete short right
2797,2018090910,1057.0,2,3.0,1.0,10,0,10.0,9,complete short left
2863,2018090910,937.0,2,3.0,2.0,6,0,10.0,9,complete short left
3007,2018090910,852.0,2,3.0,1.0,10,0,-16.0,9,incomplete short left
3082,2018090910,786.0,2,3.0,2.0,6,1,-16.0,9,complete short middle
