"year","team","position","overall"
2009,"carolina_panthers","RT",78
2009,"carolina_panthers","RT",67
2009,"carolina_panthers","SS",84
2009,"carolina_panthers","SS",68
2009,"carolina_panthers","TE",78
2009,"carolina_panthers","TE",75
2009,"carolina_panthers","TE",70
2009,"carolina_panthers","WR",98
2009,"carolina_panthers","WR",86
2009,"carolina_panthers","WR",84
2009,"carolina_panthers","WR",76
2009,"carolina_panthers","WR",75
2009,"carolina_panthers","WR",72
2009,"chicago_bears","C",93
2009,"chicago_bears","C",67
2009,"chicago_bears","CB",91
2009,"chicago_bears","CB",91
2009,"chicago_bears","CB",78
2009,"chicago_bears","CB",78
2009,"chicago_bears","CB",76
2009,"chicago_bears","CB",71
2009,"chicago_bears","DT",96
2009,"chicago_bears","DT",79
2009,"chicago_bears","DT",78
2009,"chicago_bears","DT",77
2009,"chicago_bears","DT",77
2009,"chicago_bears","FB",84
2009,"chicago_bears","FS",87
2009,"chicago_bears","FS",73
2009,"chicago_bears","HB",80
2009,"chicago_bears","HB",80
2009,"chicago_bears","HB",78
2009,"chicago_bears","HB",72
2009,"chicago_bears","K",93
2009,"chicago_bears","LE",89
2009,"chicago_bears","LE",76
2009,"chicago_bears","LG",78
2009,"chicago_bears","LG",78
2009,"chicago_bears","LOLB",79
2009,"chicago_bears","LOLB",70
2009,"chicago_bears","LT",79
2009,"chicago_bears","LT",73
2009,"chicago_bears","MLB",98
2009,"chicago_bears","MLB",69
2009,"chicago_bears","P",82
2009,"chicago_bears","QB",79
2009,"chicago_bears","QB",76
2009,"chicago_bears","RE",85
2009,"chicago_bears","RE",84
2009,"chicago_bears","RE",76
2009,"chicago_bears","RG",85
2009,"chicago_bears","RG",68
2009,"chicago_bears","ROLB",95
2009,"chicago_bears","ROLB",73
2009,"chicago_bears","RT",85
2009,"chicago_bears","RT",70
2009,"chicago_bears","SS",83
2009,"chicago_bears","SS",73
2009,"chicago_bears","TE",86
2009,"chicago_bears","TE",85
2009,"chicago_bears","TE",72
2009,"chicago_bears","WR",82
2009,"chicago_bears","WR",81
2009,"chicago_bears","WR",79
2009,"chicago_bears","WR",77
2009,"chicago_bears","WR",74
2009,"chicago_bears","WR",73
2009,"cincinnati_bengals","C",79
2009,"cincinnati_bengals","C",68
2009,"cincinnati_bengals","CB",84
2009,"cincinnati_bengals","CB",83
2009,"cincinnati_bengals","CB",80
2009,"cincinnati_bengals","CB",67
2009,"cincinnati_bengals","CB",67
2009,"cincinnati_bengals","DT",83
2009,"cincinnati_bengals","DT",83
2009,"cincinnati_bengals","DT",76
2009,"cincinnati_bengals","DT",71
2009,"cincinnati_bengals","DT",71
2009,"cincinnati_bengals","FB",87
2009,"cincinnati_bengals","FS",76
2009,"cincinnati_bengals","FS",72
2009,"cincinnati_bengals","HB",84
2009,"cincinnati_bengals","HB",82
2009,"cincinnati_bengals","HB",80
2009,"cincinnati_bengals","HB",78
2009,"cincinnati_bengals","K",90
2009,"cincinnati_bengals","LE",84
2009,"cincinnati_bengals","LE",73
2009,"cincinnati_bengals","LG",83
2009,"cincinnati_bengals","LG",82
2009,"cincinnati_bengals","LOLB",78
2009,"cincinnati_bengals","LOLB",74
2009,"cincinnati_bengals","LT",88
2009,"cincinnati_bengals","LT",73
2009,"cincinnati_bengals","MLB",78
2009,"cincinnati_bengals","MLB",77
2009,"cincinnati_bengals","P",82
2009,"cincinnati_bengals","QB",96
2009,"cincinnati_bengals","QB",75
2009,"cincinnati_bengals","QB",70
2009,"cincinnati_bengals","RE",83
2009,"cincinnati_bengals","RE",74
2009,"cincinnati_bengals","RE",71
2009,"cincinnati_bengals","RG",86
2009,"cincinnati_bengals","RG",62
2009,"cincinnati_bengals","ROLB",82
2009,"cincinnati_bengals","ROLB",67
2009,"cincinnati_bengals","RT",92
2009,"cincinnati_bengals","RT",75
2009,"cincinnati_bengals","SS",80
2009,"cincinnati_bengals","SS",79
2009,"cincinnati_bengals","TE",81
2009,"cincinnati_bengals","TE",81
2009,"cincinnati_bengals","WR",97
2009,"cincinnati_bengals","WR",95
2009,"cincinnati_bengals","WR",77
2009,"cincinnati_bengals","WR",76
2009,"cincinnati_bengals","WR",73
2009,"cincinnati_bengals","WR",71
2009,"cincinnati_bengals","WR",70
2009,"cleveland_browns","C",89
2009,"cleveland_browns","C",82
2009,"cleveland_browns","CB",84
2009,"cleveland_browns","CB",82
2009,"cleveland_browns","CB",78
2009,"cleveland_browns","CB",68
2009,"cleveland_browns","CB",68
2009,"cleveland_browns","DT",94
2009,"cleveland_browns","DT",72
2009,"cleveland_browns","DT",70
2009,"cleveland_browns","FB",92
2009,"cleveland_browns","FS",84
2009,"cleveland_browns","FS",84
2009,"cleveland_browns","FS",75
2009,"cleveland_browns","HB",90
2009,"cleveland_browns","HB",77
2009,"cleveland_browns","HB",77
2009,"cleveland_browns","K",91
2009,"cleveland_browns","LE",90
2009,"cleveland_browns","LE",85
2009,"cleveland_browns","LG",95
2009,"cleveland_browns","LG",79
2009,"cleveland_browns","LOLB",85
2009,"cleveland_browns","LOLB",78
2009,"cleveland_browns","LT",97
2009,"cleveland_browns","MLB",85
2009,"cleveland_browns","MLB",84
2009,"cleveland_browns","MLB",83
2009,"cleveland_browns","MLB",69
2009,"cleveland_browns","P",81
2009,"cleveland_browns","QB",87
2009,"cleveland_browns","QB",82
2009,"cleveland_browns","QB",71
2009,"cleveland_browns","RE",87
2009,"cleveland_browns","RE",68
2009,"cleveland_browns","RG",90
2009,"cleveland_browns","RG",77
2009,"cleveland_browns","ROLB",88
2009,"cleveland_browns","ROLB",70
2009,"cleveland_browns","RT",89
2009,"cleveland_browns","RT",84
2009,"cleveland_browns","RT",69
2009,"cleveland_browns","SS",87
2009,"cleveland_browns","SS",68
2009,"cleveland_browns","SS",65
2009,"cleveland_browns","TE",97
2009,"cleveland_browns","TE",79
2009,"cleveland_browns","TE",76
2009,"cleveland_browns","WR",95
2009,"cleveland_browns","WR",85
2009,"cleveland_browns","WR",83
2009,"cleveland_browns","WR",73
2009,"cleveland_browns","WR",71
2009,"cleveland_browns","WR",67
2009,"dallas_cowboys","C",94
2009,"dallas_cowboys","C",70
2009,"dallas_cowboys","CB",95
2009,"dallas_cowboys","CB",88
2009,"dallas_cowboys","CB",82
2009,"dallas_cowboys","CB",73
2009,"dallas_cowboys","CB",72
2009,"dallas_cowboys","CB",67
2009,"dallas_cowboys","DT",84
2009,"dallas_cowboys","DT",80
2009,"dallas_cowboys","DT",68
2009,"dallas_cowboys","FB",83
2009,"dallas_cowboys","FS",90
2009,"dallas_cowboys","FS",67
2009,"dallas_cowboys","HB",93
2009,"dallas_cowboys","HB",80
2009,"dallas_cowboys","HB",77
2009,"dallas_cowboys","K",89
2009,"dallas_cowboys","LE",82
2009,"dallas_cowboys","LE",71
2009,"dallas_cowboys","LG",89
2009,"dallas_cowboys","LG",77
2009,"dallas_cowboys","LOLB",89
2009,"dallas_cowboys","LOLB",80
2009,"dallas_cowboys","LOLB",68
2009,"dallas_cowboys","LT",94
2009,"dallas_cowboys","LT",78
2009,"dallas_cowboys","MLB",94
2009,"dallas_cowboys","MLB",87
2009,"dallas_cowboys","MLB",82
2009,"dallas_cowboys","P",95
2009,"dallas_cowboys","QB",94
2009,"dallas_cowboys","QB",78
2009,"dallas_cowboys","RE",84
2009,"dallas_cowboys","RE",67
2009,"dallas_cowboys","RG",97
2009,"dallas_cowboys","RG",68
2009,"dallas_cowboys","ROLB",98
2009,"dallas_cowboys","ROLB",80
2009,"dallas_cowboys","ROLB",69
2009,"dallas_cowboys","RT",88
2009,"dallas_cowboys","RT",77
2009,"dallas_cowboys","SS",88
2009,"dallas_cowboys","SS",76
2009,"dallas_cowboys","TE",97
2009,"dallas_cowboys","TE",80
2009,"dallas_cowboys","TE",73
2009,"dallas_cowboys","WR",98
2009,"dallas_cowboys","WR",86
2009,"dallas_cowboys","WR",82
2009,"dallas_cowboys","WR",73
2009,"dallas_cowboys","WR",69
2009,"dallas_cowboys","WR",66
2009,"denver_broncos","C",89
2009,"denver_broncos","C",85
2009,"denver_broncos","CB",97
2009,"denver_broncos","CB",89
2009,"denver_broncos","CB",78
2009,"denver_broncos","CB",76
2009,"denver_broncos","CB",76
2009,"denver_broncos","DT",84
2009,"denver_broncos","DT",79
2009,"denver_broncos","DT",78
2009,"denver_broncos","DT",70
2009,"denver_broncos","FB",79
2009,"denver_broncos","FB",78
2009,"denver_broncos","FS",79
2009,"denver_broncos","FS",74
2009,"denver_broncos","FS",73
2009,"denver_broncos","HB",84
2009,"denver_broncos","HB",81
2009,"denver_broncos","HB",75
2009,"denver_broncos","HB",71
2009,"denver_broncos","K",70
2009,"denver_broncos","LE",81
2009,"denver_broncos","LE",81
2009,"denver_broncos","LE",80
2009,"denver_broncos","LG",87
2009,"denver_broncos","LG",76
2009,"denver_broncos","LOLB",82
2009,"denver_broncos","LOLB",81
2009,"denver_broncos","LT",79
2009,"denver_broncos","MLB",74
2009,"denver_broncos","MLB",70
2009,"denver_broncos","P",77
2009,"denver_broncos","QB",86
2009,"denver_broncos","QB",79
2009,"denver_broncos","RE",90
2009,"denver_broncos","RE",82
2009,"denver_broncos","RG",79
2009,"denver_broncos","RG",76
2009,"denver_broncos","ROLB",95
2009,"denver_broncos","ROLB",75
2009,"denver_broncos","ROLB",71
2009,"denver_broncos","RT",79
2009,"denver_broncos","RT",79
2009,"denver_broncos","RT",78
2009,"denver_broncos","SS",92
2009,"denver_broncos","SS",83
2009,"denver_broncos","TE",86
2009,"denver_broncos","TE",84
2009,"denver_broncos","WR",93
2009,"denver_broncos","WR",86
2009,"denver_broncos","WR",84
2009,"denver_broncos","WR",77
2009,"denver_broncos","WR",76
2009,"denver_broncos","WR",74
2009,"detroit_lions","C",87
2009,"detroit_lions","C",71
2009,"detroit_lions","CB",90
2009,"detroit_lions","CB",82
2009,"detroit_lions","CB",78
2009,"detroit_lions","CB",76
2009,"detroit_lions","CB",72
2009,"detroit_lions","DT",91
2009,"detroit_lions","DT",83
2009,"detroit_lions","DT",76
2009,"detroit_lions","DT",75
2009,"detroit_lions","FB",78
2009,"detroit_lions","FB",68
2009,"detroit_lions","FS",82
2009,"detroit_lions","FS",80
2009,"detroit_lions","FS",72
2009,"detroit_lions","HB",79
2009,"detroit_lions","HB",78
2009,"detroit_lions","HB",75
2009,"detroit_lions","K",91
2009,"detroit_lions","LE",82
2009,"detroit_lions","LE",76
2009,"detroit_lions","LG",79
2009,"detroit_lions","LG",75
2009,"detroit_lions","LOLB",84
2009,"detroit_lions","LOLB",74
2009,"detroit_lions","LT",84
2009,"detroit_lions","LT",77
2009,"detroit_lions","MLB",78
2009,"detroit_lions","MLB",69
2009,"detroit_lions","P",81
2009,"detroit_lions","QB",84
2009,"detroit_lions","QB",77
2009,"detroit_lions","QB",73
2009,"detroit_lions","RE",86
2009,"detroit_lions","RE",79
2009,"detroit_lions","RE",76
2009,"detroit_lions","RG",80
2009,"detroit_lions","RG",71
2009,"detroit_lions","ROLB",94
2009,"detroit_lions","ROLB",68
2009,"detroit_lions","RT",79
2009,"detroit_lions","RT",74
2009,"detroit_lions","SS",86
2009,"detroit_lions","SS",73
2009,"detroit_lions","SS",69
2009,"detroit_lions","TE",79
2009,"detroit_lions","TE",78
2009,"detroit_lions","TE",74
2009,"detroit_lions","WR",92
2009,"detroit_lions","WR",91
2009,"detroit_lions","WR",87
2009,"detroit_lions","WR",84
2009,"detroit_lions","WR",71
2009,"green_bay_packers","C",86
2009,"green_bay_packers","C",72
2009,"green_bay_packers","CB",93
2009,"green_bay_packers","CB",92
2009,"green_bay_packers","CB",76
2009,"green_bay_packers","CB",76
2009,"green_bay_packers","CB",75
2009,"green_bay_packers","CB",70
2009,"green_bay_packers","DT",86
2009,"green_bay_packers","DT",82
2009,"green_bay_packers","DT",77
2009,"green_bay_packers","DT",76
2009,"green_bay_packers","FB",86
2009,"green_bay_packers","FB",85
2009,"green_bay_packers","FS",86
2009,"green_bay_packers","FS",77
2009,"green_bay_packers","HB",87
2009,"green_bay_packers","HB",81
2009,"green_bay_packers","HB",77
2009,"green_bay_packers","K",88
2009,"green_bay_packers","LE",97
2009,"green_bay_packers","LE",76
2009,"green_bay_packers","LE",74
2009,"green_bay_packers","LG",82
2009,"green_bay_packers","LG",77
2009,"green_bay_packers","LOLB",82
2009,"green_bay_packers","LOLB",80
2009,"green_bay_packers","LT",95
2009,"green_bay_packers","LT",68
2009,"green_bay_packers","LT",67
2009,"green_bay_packers","MLB",94
2009,"green_bay_packers","MLB",75
2009,"green_bay_packers","MLB",73
2009,"green_bay_packers","P",80
2009,"green_bay_packers","QB",83
2009,"green_bay_packers","QB",80
2009,"green_bay_packers","QB",72
2009,"green_bay_packers","RE",92
2009,"green_bay_packers","RE",88
2009,"green_bay_packers","RG",87
2009,"green_bay_packers","RG",76
2009,"green_bay_packers","ROLB",94
2009,"green_bay_packers","ROLB",71
2009,"green_bay_packers","RT",94
2009,"green_bay_packers","RT",68
2009,"green_bay_packers","SS",87
2009,"green_bay_packers","SS",67
2009,"green_bay_packers","TE",83
2009,"green_bay_packers","TE",77
2009,"green_bay_packers","WR",93
2009,"green_bay_packers","WR",92
2009,"green_bay_packers","WR",84
2009,"green_bay_packers","WR",78
2009,"green_bay_packers","WR",76
2009,"houston_texans","C",80
2009,"houston_texans","C",71
2009,"houston_texans","CB",87
2009,"houston_texans","CB",82
2009,"houston_texans","CB",77
2009,"houston_texans","CB",74
2009,"houston_texans","CB",73
2009,"houston_texans","DT",92
2009,"houston_texans","DT",76
2009,"houston_texans","DT",75
2009,"houston_texans","DT",72
2009,"houston_texans","FB",81
2009,"houston_texans","FS",82
2009,"houston_texans","FS",75
2009,"houston_texans","HB",82
2009,"houston_texans","HB",79
2009,"houston_texans","HB",76
2009,"houston_texans","HB",72
2009,"houston_texans","K",88
2009,"houston_texans","LE",80
2009,"houston_texans","LE",71
2009,"houston_texans","LG",83
2009,"houston_texans","LG",73
2009,"houston_texans","LOLB",74
2009,"houston_texans","LOLB",74
2009,"houston_texans","LOLB",73
2009,"houston_texans","LT",78
2009,"houston_texans","LT",76
2009,"houston_texans","LT",74
2009,"houston_texans","MLB",95
2009,"houston_texans","MLB",69
2009,"houston_texans","P",77
2009,"houston_texans","QB",85
2009,"houston_texans","QB",79
2009,"houston_texans","QB",76
2009,"houston_texans","RE",97
2009,"houston_texans","RE",78
2009,"houston_texans","RG",77
2009,"houston_texans","RG",77
2009,"houston_texans","RG",73
2009,"houston_texans","ROLB",89
2009,"houston_texans","ROLB",75
2009,"houston_texans","RT",82
2009,"houston_texans","RT",72
2009,"houston_texans","SS",79
2009,"houston_texans","SS",78
2009,"houston_texans","SS",70
2009,"houston_texans","TE",88
2009,"houston_texans","TE",74
2009,"houston_texans","WR",96
2009,"houston_texans","WR",80
2009,"houston_texans","WR",78
2009,"houston_texans","WR",76
2009,"houston_texans","WR",70
2009,"indianapolis_colts","C",96
2009,"indianapolis_colts","C",74
2009,"indianapolis_colts","CB",87
2009,"indianapolis_colts","CB",87
2009,"indianapolis_colts","CB",77
2009,"indianapolis_colts","CB",76
2009,"indianapolis_colts","CB",73
2009,"indianapolis_colts","CB",69
2009,"indianapolis_colts","DT",86
2009,"indianapolis_colts","DT",82
2009,"indianapolis_colts","DT",78
2009,"indianapolis_colts","DT",73
2009,"indianapolis_colts","FB",79
2009,"indianapolis_colts","FS",93
2009,"indianapolis_colts","FS",75
2009,"indianapolis_colts","HB",91
2009,"indianapolis_colts","HB",83
2009,"indianapolis_colts","HB",77
2009,"indianapolis_colts","HB",74
2009,"indianapolis_colts","K",93
2009,"indianapolis_colts","LE",95
2009,"indianapolis_colts","LE",79
2009,"indianapolis_colts","LE",74
2009,"indianapolis_colts","LG",90
2009,"indianapolis_colts","LG",64
2009,"indianapolis_colts","LOLB",81
2009,"indianapolis_colts","LOLB",68
2009,"indianapolis_colts","LT",88
2009,"indianapolis_colts","LT",68
2009,"indianapolis_colts","MLB",91
2009,"indianapolis_colts","MLB",74
2009,"indianapolis_colts","MLB",66
2009,"indianapolis_colts","P",87
2009,"indianapolis_colts","QB",99
2009,"indianapolis_colts","QB",73
2009,"indianapolis_colts","RE",95
2009,"indianapolis_colts","RE",81
2009,"indianapolis_colts","RE",74
2009,"indianapolis_colts","RG",78
2009,"indianapolis_colts","RG",77
2009,"indianapolis_colts","ROLB",87
2009,"indianapolis_colts","ROLB",70
2009,"indianapolis_colts","RT",93
2009,"indianapolis_colts","RT",67
2009,"indianapolis_colts","SS",99
2009,"indianapolis_colts","SS",76
2009,"indianapolis_colts","TE",93
2009,"indianapolis_colts","TE",75
2009,"indianapolis_colts","WR",97
2009,"indianapolis_colts","WR",94
2009,"indianapolis_colts","WR",80
2009,"indianapolis_colts","WR",75
2009,"indianapolis_colts","WR",72
2009,"indianapolis_colts","WR",70
2009,"jacksonville_jagaurs","C",93
2009,"jacksonville_jagaurs","C",68
2009,"jacksonville_jagaurs","CB",95
2009,"jacksonville_jagaurs","CB",85
2009,"jacksonville_jagaurs","CB",75
2009,"jacksonville_jagaurs","CB",73
2009,"jacksonville_jagaurs","DT",95
2009,"jacksonville_jagaurs","DT",86
2009,"jacksonville_jagaurs","DT",77
2009,"jacksonville_jagaurs","DT",73
2009,"jacksonville_jagaurs","FB",91
2009,"jacksonville_jagaurs","FS",92
2009,"jacksonville_jagaurs","FS",70
2009,"jacksonville_jagaurs","HB",94
2009,"jacksonville_jagaurs","HB",91
2009,"jacksonville_jagaurs","HB",74
2009,"jacksonville_jagaurs","K",86
2009,"jacksonville_jagaurs","LE",87
2009,"jacksonville_jagaurs","LE",81
2009,"jacksonville_jagaurs","LE",76
2009,"jacksonville_jagaurs","LG",94
2009,"jacksonville_jagaurs","LG",72
2009,"jacksonville_jagaurs","LOLB",83
2009,"jacksonville_jagaurs","LOLB",78
2009,"jacksonville_jagaurs","LOLB",72
2009,"jacksonville_jagaurs","LT",90
2009,"jacksonville_jagaurs","LT",72
2009,"jacksonville_jagaurs","MLB",93
2009,"jacksonville_jagaurs","MLB",69
2009,"jacksonville_jagaurs","P",77
2009,"jacksonville_jagaurs","QB",92
2009,"jacksonville_jagaurs","QB",77
2009,"jacksonville_jagaurs","RE",86
2009,"jacksonville_jagaurs","RE",79
2009,"jacksonville_jagaurs","RE",69
2009,"jacksonville_jagaurs","RG",91
2009,"jacksonville_jagaurs","RG",74
2009,"jacksonville_jagaurs","ROLB",92
2009,"jacksonville_jagaurs","ROLB",73
2009,"jacksonville_jagaurs","RT",87
2009,"jacksonville_jagaurs","RT",66
2009,"jacksonville_jagaurs","SS",87
2009,"jacksonville_jagaurs","SS",79
2009,"jacksonville_jagaurs","SS",66
